date,open,high,low,close,volume
2023-10-01 09:00:00,1670.89000000,1751.00000000,1668.00000000,1733.79000000,225611.58680000
2023-10-02 09:00:00,1733.80000000,1744.00000000,1636.79000000,1662.40000000,378575.68980000
2023-10-03 09:00:00,1662.41000000,1670.65000000,1643.00000000,1656.88000000,198287.11640000
2023-10-04 09:00:00,1656.88000000,1657.66000000,1625.00000000,1646.58000000,222861.71670000
2023-10-05 09:00:00,1646.58000000,1655.47000000,1606.73000000,1611.79000000,237378.74490000
2023-10-06 09:00:00,1611.79000000,1662.00000000,1611.68000000,1645.03000000,220507.92860000
2023-10-07 09:00:00,1645.03000000,1647.71000000,1630.03000000,1633.57000000,101241.57320000
2023-10-08 09:00:00,1633.56000000,1641.40000000,1616.17000000,1632.84000000,149424.66350000
2023-10-09 09:00:00,1632.85000000,1636.00000000,1546.00000000,1580.13000000,340141.09880000
2023-10-10 09:00:00,1580.13000000,1594.90000000,1550.55000000,1567.63000000,240659.32870000
2023-10-11 09:00:00,1567.62000000,1578.43000000,1544.26000000,1566.87000000,260253.96710000
2023-10-12 09:00:00,1566.86000000,1568.56000000,1521.00000000,1539.61000000,237221.49770000
2023-10-13 09:00:00,1539.61000000,1575.36000000,1537.76000000,1552.16000000,192205.87360000
2023-10-14 09:00:00,1552.16000000,1561.72000000,1544.55000000,1554.94000000,100314.67540000
2023-10-15 09:00:00,1554.94000000,1567.62000000,1547.44000000,1557.77000000,120311.27380000
2023-10-16 09:00:00,1557.78000000,1639.43000000,1555.06000000,1599.42000000,418510.86440000
2023-10-17 09:00:00,1599.41000000,1600.53000000,1551.08000000,1565.01000000,234817.06990000
2023-10-18 09:00:00,1565.01000000,1585.42000000,1555.88000000,1563.44000000,177750.22530000
2023-10-19 09:00:00,1563.45000000,1574.45000000,1541.61000000,1566.57000000,216217.66750000
2023-10-20 09:00:00,1566.57000000,1630.40000000,1561.19000000,1603.89000000,315995.79200000
2023-10-21 09:00:00,1603.88000000,1644.53000000,1592.36000000,1628.94000000,176419.40920000
2023-10-22 09:00:00,1628.94000000,1667.80000000,1621.10000000,1663.70000000,228650.92250000
2023-10-23 09:00:00,1663.69000000,1800.00000000,1657.07000000,1765.46000000,610931.96630000
2023-10-24 09:00:00,1765.47000000,1854.38000000,1756.21000000,1784.98000000,674055.13750000
2023-10-25 09:00:00,1784.98000000,1817.69000000,1760.00000000,1787.15000000,354410.82940000
2023-10-26 09:00:00,1787.15000000,1865.54000000,1762.21000000,1803.38000000,431169.04530000
2023-10-27 09:00:00,1803.39000000,1803.91000000,1744.66000000,1779.40000000,274532.69210000
2023-10-28 09:00:00,1779.41000000,1803.23000000,1770.00000000,1776.20000000,122919.73820000
2023-10-29 09:00:00,1776.21000000,1811.30000000,1762.66000000,1795.14000000,144110.65080000
2023-10-30 09:00:00,1795.14000000,1829.84000000,1777.77000000,1809.04000000,277686.19200000
2023-10-31 09:00:00,1809.03000000,1819.41000000,1780.99000000,1814.67000000,258074.57960000
2023-11-01 09:00:00,1814.67000000,1857.66000000,1783.19000000,1846.99000000,471921.61840000
2023-11-02 09:00:00,1846.99000000,1875.00000000,1785.01000000,1800.80000000,368738.21930000
2023-11-03 09:00:00,1800.79000000,1834.58000000,1777.11000000,1832.71000000,315000.26780000
2023-11-04 09:00:00,1832.70000000,1869.90000000,1824.03000000,1855.54000000,171538.03640000
2023-11-05 09:00:00,1855.54000000,1912.67000000,1846.11000000,1891.71000000,383106.76280000
2023-11-06 09:00:00,1891.71000000,1914.23000000,1868.48000000,1900.95000000,328746.23940000
2023-11-07 09:00:00,1900.95000000,1906.99000000,1850.32000000,1885.27000000,332419.44060000
2023-11-08 09:00:00,1885.26000000,1904.69000000,1872.51000000,1888.12000000,247881.09970000
2023-11-09 09:00:00,1888.11000000,2132.00000000,1882.07000000,2121.32000000,1100330.32370000
2023-11-10 09:00:00,2121.33000000,2136.99000000,2064.61000000,2077.72000000,555573.64950000
2023-11-11 09:00:00,2077.72000000,2089.60000000,2030.30000000,2053.17000000,370966.03720000
2023-11-12 09:00:00,2053.16000000,2066.50000000,2012.10000000,2044.68000000,281907.55900000
2023-11-13 09:00:00,2044.69000000,2118.00000000,2028.49000000,2053.65000000,529143.58150000
2023-11-14 09:00:00,2053.65000000,2064.96000000,1936.60000000,1979.39000000,481909.73300000
2023-11-15 09:00:00,1979.40000000,2062.40000000,1967.01000000,2058.48000000,421870.80320000
2023-11-16 09:00:00,2058.49000000,2090.40000000,1939.10000000,1961.77000000,545286.12970000
2023-11-17 09:00:00,1961.77000000,1991.50000000,1904.00000000,1960.82000000,401100.50690000
2023-11-18 09:00:00,1960.82000000,1971.22000000,1916.00000000,1962.60000000,279368.22080000
2023-11-19 09:00:00,1962.59000000,2015.75000000,1942.89000000,2011.47000000,251132.61920000
2023-11-20 09:00:00,2011.47000000,2066.40000000,1990.00000000,2021.40000000,421717.67900000
2023-11-21 09:00:00,2021.41000000,2034.60000000,1931.43000000,1933.01000000,490163.98630000
2023-11-22 09:00:00,1933.01000000,2092.46000000,1928.41000000,2063.21000000,466120.51090000
2023-11-23 09:00:00,2063.22000000,2088.94000000,2040.35000000,2062.20000000,250960.69580000
2023-11-24 09:00:00,2062.21000000,2133.02000000,2059.37000000,2080.84000000,426932.54020000
2023-11-25 09:00:00,2080.84000000,2090.54000000,2065.30000000,2083.09000000,138847.39300000
2023-11-26 09:00:00,2083.10000000,2094.99000000,2036.42000000,2062.33000000,241262.91360000
2023-11-27 09:00:00,2062.34000000,2071.24000000,1985.78000000,2027.50000000,326073.22980000
2023-11-28 09:00:00,2027.50000000,2075.00000000,1995.15000000,2048.14000000,283775.92790000
2023-11-29 09:00:00,2048.14000000,2075.70000000,2019.31000000,2028.81000000,254843.73190000
2023-11-30 09:00:00,2028.80000000,2054.75000000,2020.85000000,2051.96000000,243680.09210000
2023-12-01 09:00:00,2051.95000000,2110.87000000,2045.04000000,2087.24000000,372645.58600000
